Characteristic,Condition Bin,Known Attendance,Did Attend,Did Not Attend,Did Attend Pct,Known Attendance For Characteristic,Did Attend Pct Characteristic,Char Att Diff,Known Attendance For Condition Bin,Did Attend Pct Condition Bin,Con Bin Att Diff,Char Con Bin
Men's Basketball,Hoodie Weather Or Nice,166,112,54,67.46987951807229,309,63.43042071197411,-4.04,4192,73.09160305343512,5.62,Men's Basketball + Hoodie Weather Or Nice
Men's Crew,Not Hoodie Weather Or Nice,206,112,94,54.36893203883495,381,59.055118110236215,4.69,3969,64.12194507432602,9.75,Men's Crew + Not Hoodie Weather Or Nice
Men's Crew,Hoodie Weather Or Nice,177,113,64,63.84180790960452,381,59.055118110236215,-4.79,4192,73.09160305343512,9.25,Men's Crew + Hoodie Weather Or Nice
Men's Lacrosse,Not Hoodie Weather Or Nice,734,579,155,78.88283378746594,1561,80.0128122998078,1.13,3969,64.12194507432602,-14.76,Men's Lacrosse + Not Hoodie Weather Or Nice
Men's Lacrosse,Hoodie Weather Or Nice,808,652,156,80.6930693069307,1561,80.0128122998078,-0.68,4192,73.09160305343512,-7.6,Men's Lacrosse + Hoodie Weather Or Nice
Men's Track,Not Hoodie Weather Or Nice,215,151,64,70.23255813953489,466,75.53648068669528,5.3,3969,64.12194507432602,-6.11,Men's Track + Not Hoodie Weather Or Nice
Men's Track,Hoodie Weather Or Nice,248,198,50,79.83870967741935,466,75.53648068669528,-4.3,4192,73.09160305343512,-6.75,Men's Track + Hoodie Weather Or Nice
Women's Basketball,Not Hoodie Weather Or Nice,103,64,39,62.13592233009708,205,71.21951219512195,9.08,3969,64.12194507432602,1.99,Women's Basketball + Not Hoodie Weather Or Nice
Women's Basketball,Hoodie Weather Or Nice,100,80,20,80,205,71.21951219512195,-8.78,4192,73.09160305343512,-6.91,Women's Basketball + Hoodie Weather Or Nice
Women's Ice Hockey,Not Hoodie Weather Or Nice,127,53,74,41.732283464566926,267,57.67790262172284,15.95,3969,64.12194507432602,22.39,Women's Ice Hockey + Not Hoodie Weather Or Nice
Women's Ice Hockey,Hoodie Weather Or Nice,139,100,39,71.94244604316546,267,57.67790262172284,-14.26,4192,73.09160305343512,1.15,Women's Ice Hockey + Hoodie Weather Or Nice
Women's Lacrosse,Not Hoodie Weather Or Nice,157,74,83,47.13375796178344,370,56.486486486486484,9.35,3969,64.12194507432602,16.99,Women's Lacrosse + Not Hoodie Weather Or Nice
Women's Lacrosse,Hoodie Weather Or Nice,210,134,76,63.8095238095238,370,56.486486486486484,-7.32,4192,73.09160305343512,9.28,Women's Lacrosse + Hoodie Weather Or Nice
Women's Rowing,Not Hoodie Weather Or Nice,223,103,120,46.18834080717489,484,57.231404958677686,11.04,3969,64.12194507432602,17.93,Women's Rowing + Not Hoodie Weather Or Nice
Women's Rowing,Hoodie Weather Or Nice,278,182,96,65.46762589928058,484,57.231404958677686,-8.24,4192,73.09160305343512,7.62,Women's Rowing + Hoodie Weather Or Nice
Women's Softball,Hoodie Weather Or Nice,102,65,37,63.725490196078425,188,61.702127659574465,-2.02,4192,73.09160305343512,9.37,Women's Softball + Hoodie Weather Or Nice
Women's Track,Not Hoodie Weather Or Nice,246,153,93,62.19512195121951,493,68.15415821501014,5.96,3969,64.12194507432602,1.93,Women's Track + Not Hoodie Weather Or Nice
Women's Track,Hoodie Weather Or Nice,242,179,63,73.96694214876032,493,68.15415821501014,-5.81,4192,73.09160305343512,-0.88,Women's Track + Hoodie Weather Or Nice
Women's Volleyball,Not Hoodie Weather Or Nice,120,59,61,49.166666666666664,238,53.78151260504202,4.61,3969,64.12194507432602,14.96,Women's Volleyball + Not Hoodie Weather Or Nice
Women's Volleyball,Hoodie Weather Or Nice,118,69,49,58.47457627118644,238,53.78151260504202,-4.69,4192,73.09160305343512,14.62,Women's Volleyball + Hoodie Weather Or Nice
Football,Sig Rainy Or Snowy,507,366,141,72.18934911242604,2539,71.95746356833399,-0.23,1636,64.24205378973105,-7.95,Football + Sig Rainy Or Snowy
Men's Crew,Not Sig Rainy Or Snowy,307,181,126,58.95765472312704,381,59.055118110236215,0.1,6525,69.8544061302682,10.9,Men's Crew + Not Sig Rainy Or Snowy
Men's Lacrosse,Not Sig Rainy Or Snowy,1242,998,244,80.35426731078906,1561,80.0128122998078,-0.34,6525,69.8544061302682,-10.5,Men's Lacrosse + Not Sig Rainy Or Snowy
Men's Lacrosse,Sig Rainy Or Snowy,300,233,67,77.66666666666666,1561,80.0128122998078,2.35,1636,64.24205378973105,-13.42,Men's Lacrosse + Sig Rainy Or Snowy
Men's Track,Not Sig Rainy Or Snowy,375,288,87,76.8,466,75.53648068669528,-1.26,6525,69.8544061302682,-6.95,Men's Track + Not Sig Rainy Or Snowy
Women's Ice Hockey,Not Sig Rainy Or Snowy,207,127,80,61.35265700483091,267,57.67790262172284,-3.67,6525,69.8544061302682,8.5,Women's Ice Hockey + Not Sig Rainy Or Snowy
Women's Lacrosse,Not Sig Rainy Or Snowy,303,179,124,59.07590759075908,370,56.486486486486484,-2.59,6525,69.8544061302682,10.78,Women's Lacrosse + Not Sig Rainy Or Snowy
Women's Rowing,Not Sig Rainy Or Snowy,399,231,168,57.89473684210527,484,57.231404958677686,-0.66,6525,69.8544061302682,11.96,Women's Rowing + Not Sig Rainy Or Snowy
Women's Rowing,Sig Rainy Or Snowy,102,54,48,52.94117647058824,484,57.231404958677686,4.29,1636,64.24205378973105,11.3,Women's Rowing + Sig Rainy Or Snowy
Women's Soccer,Not Sig Rainy Or Snowy,107,62,45,57.943925233644855,147,55.10204081632652,-2.84,6525,69.8544061302682,11.91,Women's Soccer + Not Sig Rainy Or Snowy
Women's Track,Sig Rainy Or Snowy,102,57,45,55.88235294117647,493,68.15415821501014,12.27,1636,64.24205378973105,8.36,Women's Track + Sig Rainy Or Snowy
Women's Volleyball,Not Sig Rainy Or Snowy,193,108,85,55.95854922279793,238,53.78151260504202,-2.18,6525,69.8544061302682,13.9,Women's Volleyball + Not Sig Rainy Or Snowy
Football,Miserable,427,304,123,71.19437939110071,2539,71.95746356833399,0.76,1401,63.597430406852254,-7.6,Football + Miserable
Men's Crew,Not Miserable,315,187,128,59.36507936507937,381,59.055118110236215,-0.31,6760,69.79289940828403,10.43,Men's Crew + Not Miserable
Men's Lacrosse,Not Miserable,1282,1025,257,79.95319812792512,1561,80.0128122998078,0.06,6760,69.79289940828403,-10.16,Men's Lacrosse + Not Miserable
Men's Lacrosse,Miserable,260,206,54,79.23076923076923,1561,80.0128122998078,0.78,1401,63.597430406852254,-15.63,Men's Lacrosse + Miserable
Men's Track,Not Miserable,384,295,89,76.82291666666666,466,75.53648068669528,-1.29,6760,69.79289940828403,-7.03,Men's Track + Not Miserable
Men's Women's Spirit Teams,Not Miserable,100,54,46,54,114,52.63157894736842,-1.37,6760,69.79289940828403,15.79,Men's Women's Spirit Teams + Not Miserable
Women's Ice Hockey,Not Miserable,216,131,85,60.64814814814815,267,57.67790262172284,-2.97,6760,69.79289940828403,9.14,Women's Ice Hockey + Not Miserable
Women's Lacrosse,Not Miserable,312,186,126,59.61538461538461,370,56.486486486486484,-3.13,6760,69.79289940828403,10.18,Women's Lacrosse + Not Miserable
Women's Rowing,Not Miserable,423,250,173,59.10165484633569,484,57.231404958677686,-1.87,6760,69.79289940828403,10.69,Women's Rowing + Not Miserable
Women's Soccer,Not Miserable,111,65,46,58.55855855855856,147,55.10204081632652,-3.46,6760,69.79289940828403,11.23,Women's Soccer + Not Miserable
Women's Softball,Not Miserable,157,99,58,63.05732484076433,188,61.702127659574465,-1.36,6760,69.79289940828403,6.74,Women's Softball + Not Miserable
Women's Volleyball,Not Miserable,197,110,87,55.83756345177665,238,53.78151260504202,-2.06,6760,69.79289940828403,13.96,Women's Volleyball + Not Miserable
Field Hockey,Peaceful,116,79,37,68.10344827586206,249,63.85542168674698,-4.25,3957,73.38893100833965,5.29,Field Hockey + Peaceful
Men's Basketball,Not Peaceful,147,86,61,58.50340136054422,309,63.43042071197411,4.93,4204,64.34348239771646,5.84,Men's Basketball + Not Peaceful
Men's Basketball,Peaceful,162,110,52,67.90123456790124,309,63.43042071197411,-4.47,3957,73.38893100833965,5.49,Men's Basketball + Peaceful
Men's Crew,Not Peaceful,214,118,96,55.140186915887845,381,59.055118110236215,3.91,4204,64.34348239771646,9.2,Men's Crew + Not Peaceful
Men's Crew,Peaceful,169,107,62,63.31360946745562,381,59.055118110236215,-4.26,3957,73.38893100833965,10.08,Men's Crew + Peaceful
Men's Lacrosse,Not Peaceful,774,606,168,78.29457364341084,1561,80.0128122998078,1.72,4204,64.34348239771646,-13.95,Men's Lacrosse + Not Peaceful
Men's Lacrosse,Peaceful,768,625,143,81.38020833333334,1561,80.0128122998078,-1.37,3957,73.38893100833965,-7.99,Men's Lacrosse + Peaceful
Men's Track,Not Peaceful,224,158,66,70.53571428571429,466,75.53648068669528,5,4204,64.34348239771646,-6.19,Men's Track + Not Peaceful
Men's Track,Peaceful,239,191,48,79.9163179916318,466,75.53648068669528,-4.38,3957,73.38893100833965,-6.53,Men's Track + Peaceful
Women's Basketball,Not Peaceful,111,69,42,62.16216216216216,205,71.21951219512195,9.06,4204,64.34348239771646,2.18,Women's Basketball + Not Peaceful
Women's Ice Hockey,Not Peaceful,136,57,79,41.911764705882355,267,57.67790262172284,15.77,4204,64.34348239771646,22.43,Women's Ice Hockey + Not Peaceful
Women's Ice Hockey,Peaceful,130,96,34,73.84615384615385,267,57.67790262172284,-16.17,3957,73.38893100833965,-0.46,Women's Ice Hockey + Peaceful
Women's Lacrosse,Not Peaceful,166,81,85,48.795180722891565,370,56.486486486486484,7.69,4204,64.34348239771646,15.55,Women's Lacrosse + Not Peaceful
Women's Lacrosse,Peaceful,201,127,74,63.18407960199005,370,56.486486486486484,-6.7,3957,73.38893100833965,10.2,Women's Lacrosse + Peaceful
Women's Rowing,Not Peaceful,247,122,125,49.392712550607285,484,57.231404958677686,7.84,4204,64.34348239771646,14.95,Women's Rowing + Not Peaceful
Women's Rowing,Peaceful,254,163,91,64.1732283464567,484,57.231404958677686,-6.94,3957,73.38893100833965,9.22,Women's Rowing + Peaceful
Women's Track,Not Peaceful,257,158,99,61.478599221789885,493,68.15415821501014,6.68,4204,64.34348239771646,2.86,Women's Track + Not Peaceful
Women's Track,Peaceful,231,174,57,75.32467532467533,493,68.15415821501014,-7.17,3957,73.38893100833965,-1.94,Women's Track + Peaceful
Women's Volleyball,Not Peaceful,124,61,63,49.193548387096776,238,53.78151260504202,4.59,4204,64.34348239771646,15.15,Women's Volleyball + Not Peaceful
Women's Volleyball,Peaceful,114,67,47,58.77192982456141,238,53.78151260504202,-4.99,3957,73.38893100833965,14.62,Women's Volleyball + Peaceful
Men's Basketball,Not Wind Without Precip,287,183,104,63.76306620209059,309,63.43042071197411,-0.33,7507,68.97562275209805,5.21,Men's Basketball + Not Wind Without Precip
Men's Crew,Not Wind Without Precip,354,213,141,60.16949152542372,381,59.055118110236215,-1.11,7507,68.97562275209805,8.81,Men's Crew + Not Wind Without Precip
Men's Lacrosse,Not Wind Without Precip,1440,1151,289,79.93055555555556,1561,80.0128122998078,0.08,7507,68.97562275209805,-10.95,Men's Lacrosse + Not Wind Without Precip
Men's Lacrosse,Wind Without Precip,102,80,22,78.43137254901961,1561,80.0128122998078,1.58,654,65.90214067278288,-12.53,Men's Lacrosse + Wind Without Precip
Men's Track,Not Wind Without Precip,434,325,109,74.88479262672811,466,75.53648068669528,0.65,7507,68.97562275209805,-5.91,Men's Track + Not Wind Without Precip
Men's Women's Spirit Teams,Not Wind Without Precip,107,54,53,50.467289719626166,114,52.63157894736842,2.16,7507,68.97562275209805,18.51,Men's Women's Spirit Teams + Not Wind Without Precip
Women's Ice Hockey,Not Wind Without Precip,243,139,104,57.20164609053497,267,57.67790262172284,0.48,7507,68.97562275209805,11.77,Women's Ice Hockey + Not Wind Without Precip
Women's Lacrosse,Not Wind Without Precip,333,186,147,55.85585585585585,370,56.486486486486484,0.63,7507,68.97562275209805,13.12,Women's Lacrosse + Not Wind Without Precip
Women's Rowing,Not Wind Without Precip,470,270,200,57.446808510638306,484,57.231404958677686,-0.22,7507,68.97562275209805,11.53,Women's Rowing + Not Wind Without Precip
Women's Soccer,Not Wind Without Precip,132,75,57,56.81818181818182,147,55.10204081632652,-1.72,7507,68.97562275209805,12.16,Women's Soccer + Not Wind Without Precip
Women's Softball,Not Wind Without Precip,172,104,68,60.46511627906976,188,61.702127659574465,1.24,7507,68.97562275209805,8.51,Women's Softball + Not Wind Without Precip
Women's Volleyball,Not Wind Without Precip,217,120,97,55.29953917050692,238,53.78151260504202,-1.52,7507,68.97562275209805,13.68,Women's Volleyball + Not Wind Without Precip
Football,Not Calm Air Without Precip,742,525,217,70.75471698113208,2539,71.95746356833399,1.2,2290,64.71615720524018,-6.04,Football + Not Calm Air Without Precip
Men's Crew,Not Calm Air Without Precip,105,56,49,53.333333333333336,381,59.055118110236215,5.72,2290,64.71615720524018,11.38,Men's Crew + Not Calm Air Without Precip
Men's Crew,Calm Air Without Precip,278,169,109,60.79136690647482,381,59.055118110236215,-1.74,5871,70.29466871061149,9.5,Men's Crew + Calm Air Without Precip
Men's Lacrosse,Not Calm Air Without Precip,402,313,89,77.86069651741293,1561,80.0128122998078,2.15,2290,64.71615720524018,-13.14,Men's Lacrosse + Not Calm Air Without Precip
Men's Lacrosse,Calm Air Without Precip,1140,918,222,80.52631578947368,1561,80.0128122998078,-0.51,5871,70.29466871061149,-10.23,Men's Lacrosse + Calm Air Without Precip
Men's Track,Not Calm Air Without Precip,117,85,32,72.64957264957265,466,75.53648068669528,2.89,2290,64.71615720524018,-7.93,Men's Track + Not Calm Air Without Precip
Men's Track,Calm Air Without Precip,346,264,82,76.30057803468208,466,75.53648068669528,-0.76,5871,70.29466871061149,-6.01,Men's Track + Calm Air Without Precip
Women's Ice Hockey,Calm Air Without Precip,184,113,71,61.41304347826087,267,57.67790262172284,-3.74,5871,70.29466871061149,8.88,Women's Ice Hockey + Calm Air Without Precip
Women's Lacrosse,Calm Air Without Precip,269,157,112,58.36431226765799,370,56.486486486486484,-1.88,5871,70.29466871061149,11.93,Women's Lacrosse + Calm Air Without Precip
Women's Rowing,Not Calm Air Without Precip,133,69,64,51.8796992481203,484,57.231404958677686,5.35,2290,64.71615720524018,12.84,Women's Rowing + Not Calm Air Without Precip
Women's Rowing,Calm Air Without Precip,368,216,152,58.69565217391305,484,57.231404958677686,-1.46,5871,70.29466871061149,11.6,Women's Rowing + Calm Air Without Precip
Women's Softball,Calm Air Without Precip,132,84,48,63.63636363636363,188,61.702127659574465,-1.93,5871,70.29466871061149,6.66,Women's Softball + Calm Air Without Precip
Women's Track,Not Calm Air Without Precip,134,78,56,58.2089552238806,493,68.15415821501014,9.95,2290,64.71615720524018,6.51,Women's Track + Not Calm Air Without Precip
Women's Volleyball,Calm Air Without Precip,172,100,72,58.139534883720934,238,53.78151260504202,-4.36,5871,70.29466871061149,12.16,Women's Volleyball + Calm Air Without Precip
Men's Crew,Not Wind With Precip,368,217,151,58.96739130434783,381,59.055118110236215,0.09,7879,69.05698692727503,10.09,Men's Crew + Not Wind With Precip
Men's Lacrosse,Not Wind With Precip,1505,1206,299,80.1328903654485,1561,80.0128122998078,-0.12,7879,69.05698692727503,-11.08,Men's Lacrosse + Not Wind With Precip
Men's Track,Not Wind With Precip,444,339,105,76.35135135135135,466,75.53648068669528,-0.81,7879,69.05698692727503,-7.29,Men's Track + Not Wind With Precip
Men's Women's Spirit Teams,Not Wind With Precip,112,59,53,52.67857142857143,114,52.63157894736842,-0.05,7879,69.05698692727503,16.38,Men's Women's Spirit Teams + Not Wind With Precip
Women's Ice Hockey,Not Wind With Precip,260,149,111,57.30769230769231,267,57.67790262172284,0.37,7879,69.05698692727503,11.75,Women's Ice Hockey + Not Wind With Precip
Women's Lacrosse,Not Wind With Precip,361,206,155,57.06371191135734,370,56.486486486486484,-0.58,7879,69.05698692727503,11.99,Women's Lacrosse + Not Wind With Precip
Women's Rowing,Not Wind With Precip,485,278,207,57.319587628865975,484,57.231404958677686,-0.09,7879,69.05698692727503,11.74,Women's Rowing + Not Wind With Precip
Women's Soccer,Not Wind With Precip,138,77,61,55.79710144927537,147,55.10204081632652,-0.7,7879,69.05698692727503,13.26,Women's Soccer + Not Wind With Precip
Women's Softball,Not Wind With Precip,183,114,69,62.295081967213115,188,61.702127659574465,-0.59,7879,69.05698692727503,6.76,Women's Softball + Not Wind With Precip
Women's Volleyball,Not Wind With Precip,225,123,102,54.666666666666664,238,53.78151260504202,-0.89,7879,69.05698692727503,14.39,Women's Volleyball + Not Wind With Precip
Football,Calm Air With Precip,411,293,118,71.28953771289538,2539,71.95746356833399,0.67,1354,65.21418020679468,-6.08,Football + Calm Air With Precip
Men's Crew,Not Calm Air With Precip,322,189,133,58.69565217391305,381,59.055118110236215,0.36,6807,69.42852945497282,10.73,Men's Crew + Not Calm Air With Precip
Men's Lacrosse,Not Calm Air With Precip,1279,1023,256,79.98436278342454,1561,80.0128122998078,0.03,6807,69.42852945497282,-10.56,Men's Lacrosse + Not Calm Air With Precip
Men's Lacrosse,Calm Air With Precip,263,208,55,79.08745247148289,1561,80.0128122998078,0.93,1354,65.21418020679468,-13.87,Men's Lacrosse + Calm Air With Precip
Men's Track,Not Calm Air With Precip,394,298,96,75.63451776649747,466,75.53648068669528,-0.1,6807,69.42852945497282,-6.21,Men's Track + Not Calm Air With Precip
Women's Ice Hockey,Not Calm Air With Precip,213,131,82,61.502347417840376,267,57.67790262172284,-3.82,6807,69.42852945497282,7.93,Women's Ice Hockey + Not Calm Air With Precip
Women's Lacrosse,Not Calm Air With Precip,309,181,128,58.57605177993528,370,56.486486486486484,-2.09,6807,69.42852945497282,10.85,Women's Lacrosse + Not Calm Air With Precip
Women's Rowing,Not Calm Air With Precip,415,238,177,57.34939759036145,484,57.231404958677686,-0.12,6807,69.42852945497282,12.08,Women's Rowing + Not Calm Air With Precip
Women's Soccer,Not Calm Air With Precip,116,66,50,56.896551724137936,147,55.10204081632652,-1.79,6807,69.42852945497282,12.53,Women's Soccer + Not Calm Air With Precip
Women's Volleyball,Not Calm Air With Precip,206,113,93,54.85436893203883,238,53.78151260504202,-1.07,6807,69.42852945497282,14.57,Women's Volleyball + Not Calm Air With Precip
Freshman,Sig Rainy,294,177,117,60.204081632653065,2630,71.48288973384031,11.28,697,61.54949784791965,1.35,Freshman + Sig Rainy
Graduate,Not Sig Rainy,116,66,50,56.896551724137936,88,75,18.1,7464,69.39978563772776,12.5,Graduate + Not Sig Rainy
Junior,Not Sig Rainy,1258,858,400,68.20349761526232,742,75.87601078167116,7.67,7464,69.39978563772776,1.2,Junior + Not Sig Rainy
Senior,Not Sig Rainy,648,476,172,73.4567901234568,160,82.5,9.04,7464,69.39978563772776,-4.06,Senior + Not Sig Rainy
Sophomore,Sig Rainy,146,97,49,66.43835616438356,1220,73.19672131147541,6.76,697,61.54949784791965,-4.89,Sophomore + Sig Rainy
Graduate,Not Snowy,119,65,54,54.621848739495796,88,75,20.38,7222,69.052893935198,14.43,Graduate + Not Snowy
Junior,Not Snowy,1182,796,386,67.34348561759728,742,75.87601078167116,8.53,7222,69.052893935198,1.71,Junior + Not Snowy
Junior,Snowy,169,114,55,67.45562130177515,742,75.87601078167116,8.42,939,66.24068157614484,-1.21,Junior + Snowy
Senior,Not Snowy,618,467,151,75.5663430420712,160,82.5,6.93,7222,69.052893935198,-6.51,Senior + Not Snowy
Graduate,Not Windy,130,69,61,53.07692307692308,88,75,21.92,8039,68.86428660281129,15.79,Graduate + Not Windy
Junior,Not Windy,1331,898,433,67.46806912096169,742,75.87601078167116,8.41,8039,68.86428660281129,1.4,Junior + Not Windy
Senior,Not Windy,694,510,184,73.48703170028818,160,82.5,9.01,8039,68.86428660281129,-4.62,Senior + Not Windy
Freshman,Below Freezing,207,137,70,66.18357487922705,2630,71.48288973384031,5.3,637,65.3061224489796,-0.88,Freshman + Below Freezing
Graduate,Not Below Freezing,117,65,52,55.55555555555556,88,75,19.44,7524,69.01913875598086,13.46,Graduate + Not Below Freezing
Junior,Not Below Freezing,1206,814,392,67.49585406301824,742,75.87601078167116,8.38,7524,69.01913875598086,1.52,Junior + Not Below Freezing
Junior,Below Freezing,145,96,49,66.20689655172414,742,75.87601078167116,9.67,637,65.3061224489796,-0.9,Junior + Below Freezing
Senior,Not Below Freezing,647,478,169,73.87944358578052,160,82.5,8.62,7524,69.01913875598086,-4.86,Senior + Not Below Freezing
Sophomore,Below Freezing,143,97,46,67.83216783216784,1220,73.19672131147541,5.36,637,65.3061224489796,-2.53,Sophomore + Below Freezing
Freshman,Cold,1223,788,435,64.43172526573998,2630,71.48288973384031,7.05,3123,63.20845341018252,-1.22,Freshman + Cold
Junior,Cold,537,331,206,61.63873370577281,742,75.87601078167116,14.24,3123,63.20845341018252,1.57,Junior + Cold
Senior,Not Cold,449,341,108,75.94654788418708,160,82.5,6.55,5038,72.1516474791584,-3.79,Senior + Not Cold
Senior,Cold,263,179,84,68.06083650190115,160,82.5,14.44,3123,63.20845341018252,-4.85,Senior + Cold
Sophomore,Cold,719,465,254,64.67315716272601,1220,73.19672131147541,8.52,3123,63.20845341018252,-1.46,Sophomore + Cold
Graduate,Not Hoodie Weather,101,51,50,50.495049504950494,88,75,24.5,5969,67.51549673312113,17.02,Graduate + Not Hoodie Weather
Junior,Not Hoodie Weather,1006,666,340,66.2027833001988,742,75.87601078167116,9.67,5969,67.51549673312113,1.31,Junior + Not Hoodie Weather
Junior,Hoodie Weather,345,244,101,70.72463768115942,742,75.87601078167116,5.15,2192,72.03467153284672,1.31,Junior + Hoodie Weather
Senior,Not Hoodie Weather,515,371,144,72.03883495145631,160,82.5,10.46,5969,67.51549673312113,-4.52,Senior + Not Hoodie Weather
Senior,Hoodie Weather,197,149,48,75.63451776649747,160,82.5,6.87,2192,72.03467153284672,-3.6,Senior + Hoodie Weather
Graduate,Not Nice,107,52,55,48.598130841121495,88,75,26.4,6161,66.93718552183087,18.34,Graduate + Not Nice
Junior,Not Nice,1066,697,369,65.38461538461539,742,75.87601078167116,10.49,6161,66.93718552183087,1.55,Junior + Not Nice
Senior,Not Nice,543,385,158,70.90239410681399,160,82.5,11.6,6161,66.93718552183087,-3.97,Senior + Not Nice
Senior,Nice,169,135,34,79.88165680473372,160,82.5,2.62,2000,74.25,-5.63,Senior + Nice
Sophomore,Not Nice,1456,986,470,67.71978021978022,1220,73.19672131147541,5.48,6161,66.93718552183087,-0.78,Sophomore + Not Nice
Graduate,Not Hot,130,69,61,53.07692307692308,88,75,21.92,7952,68.58651911468813,15.51,Graduate + Not Hot
Junior,Not Hot,1312,884,428,67.3780487804878,742,75.87601078167116,8.5,7952,68.58651911468813,1.21,Junior + Not Hot
Senior,Not Hot,694,505,189,72.76657060518733,160,82.5,9.73,7952,68.58651911468813,-4.18,Senior + Not Hot
Graduate,Not Precip Over Zero,128,69,59,53.90625,88,75,21.09,7995,69.11819887429644,15.21,Graduate + Not Precip Over Zero
Junior,Not Precip Over Zero,1327,899,428,67.7467972871138,742,75.87601078167116,8.13,7995,69.11819887429644,1.37,Junior + Not Precip Over Zero
Senior,Not Precip Over Zero,695,511,184,73.5251798561151,160,82.5,8.97,7995,69.11819887429644,-4.41,Senior + Not Precip Over Zero
Freshman,Below Freezing Or Cold,1430,925,505,64.6853146853147,2630,71.48288973384031,6.8,3760,63.56382978723404,-1.12,Freshman + Below Freezing Or Cold
Junior,Below Freezing Or Cold,682,427,255,62.6099706744868,742,75.87601078167116,13.27,3760,63.56382978723404,0.95,Junior + Below Freezing Or Cold
Senior,Below Freezing Or Cold,328,221,107,67.3780487804878,160,82.5,15.12,3760,63.56382978723404,-3.81,Senior + Below Freezing Or Cold
Sophomore,Below Freezing Or Cold,862,562,300,65.19721577726219,1220,73.19672131147541,8,3760,63.56382978723404,-1.63,Sophomore + Below Freezing Or Cold
Freshman,Not Hoodie Weather Or Nice,1496,974,522,65.10695187165776,2630,71.48288973384031,6.38,3969,64.12194507432602,-0.99,Freshman + Not Hoodie Weather Or Nice
Junior,Not Hoodie Weather Or Nice,721,453,268,62.82940360610264,742,75.87601078167116,13.05,3969,64.12194507432602,1.29,Junior + Not Hoodie Weather Or Nice
Senior,Not Hoodie Weather Or Nice,346,236,110,68.20809248554913,160,82.5,14.29,3969,64.12194507432602,-4.09,Senior + Not Hoodie Weather Or Nice
Sophomore,Not Hoodie Weather Or Nice,911,598,313,65.64215148188804,1220,73.19672131147541,7.55,3969,64.12194507432602,-1.52,Sophomore + Not Hoodie Weather Or Nice
Freshman,Sig Rainy Or Snowy,649,424,225,65.33127889060091,2630,71.48288973384031,6.15,1636,64.24205378973105,-1.09,Freshman + Sig Rainy Or Snowy
Graduate,Not Sig Rainy Or Snowy,101,60,41,59.4059405940594,88,75,15.59,6525,69.8544061302682,10.45,Graduate + Not Sig Rainy Or Snowy
Junior,Not Sig Rainy Or Snowy,1089,744,345,68.31955922865014,742,75.87601078167116,7.56,6525,69.8544061302682,1.53,Junior + Not Sig Rainy Or Snowy
Junior,Sig Rainy Or Snowy,262,166,96,63.358778625954194,742,75.87601078167116,12.52,1636,64.24205378973105,0.88,Junior + Sig Rainy Or Snowy
Senior,Not Sig Rainy Or Snowy,554,423,131,76.3537906137184,160,82.5,6.15,6525,69.8544061302682,-6.5,Senior + Not Sig Rainy Or Snowy
Senior,Sig Rainy Or Snowy,158,97,61,61.39240506329114,160,82.5,21.11,1636,64.24205378973105,2.85,Senior + Sig Rainy Or Snowy
Sophomore,Sig Rainy Or Snowy,359,243,116,67.68802228412257,1220,73.19672131147541,5.51,1636,64.24205378973105,-3.45,Sophomore + Sig Rainy Or Snowy
Freshman,Miserable,546,358,188,65.56776556776556,2630,71.48288973384031,5.92,1401,63.597430406852254,-1.97,Freshman + Miserable
Graduate,Not Miserable,107,61,46,57.009345794392516,88,75,17.99,6760,69.79289940828403,12.78,Graduate + Not Miserable
Junior,Not Miserable,1115,765,350,68.60986547085201,742,75.87601078167116,7.27,6760,69.79289940828403,1.18,Junior + Not Miserable
Junior,Miserable,236,145,91,61.440677966101696,742,75.87601078167116,14.44,1401,63.597430406852254,2.16,Junior + Miserable
Senior,Not Miserable,575,439,136,76.34782608695653,160,82.5,6.15,6760,69.79289940828403,-6.55,Senior + Not Miserable
Senior,Miserable,137,81,56,59.12408759124088,160,82.5,23.38,1401,63.597430406852254,4.47,Senior + Miserable
Sophomore,Miserable,310,208,102,67.0967741935484,1220,73.19672131147541,6.1,1401,63.597430406852254,-3.5,Sophomore + Miserable
Freshman,Not Peaceful,1599,1040,559,65.04065040650406,2630,71.48288973384031,6.44,4204,64.34348239771646,-0.7,Freshman + Not Peaceful
Junior,Not Peaceful,747,474,273,63.45381526104418,742,75.87601078167116,12.42,4204,64.34348239771646,0.89,Junior + Not Peaceful
Senior,Not Peaceful,367,252,115,68.66485013623979,160,82.5,13.84,4204,64.34348239771646,-4.32,Senior + Not Peaceful
Sophomore,Not Peaceful,960,633,327,65.9375,1220,73.19672131147541,7.26,4204,64.34348239771646,-1.59,Sophomore + Not Peaceful
Graduate,Not Wind Without Precip,118,60,58,50.847457627118644,88,75,24.15,7507,68.97562275209805,18.13,Graduate + Not Wind Without Precip
Junior,Not Wind Without Precip,1226,835,391,68.10766721044045,742,75.87601078167116,7.77,7507,68.97562275209805,0.87,Junior + Not Wind Without Precip
Junior,Wind Without Precip,125,75,50,60,742,75.87601078167116,15.88,654,65.90214067278288,5.9,Junior + Wind Without Precip
Senior,Not Wind Without Precip,647,473,174,73.10664605873262,160,82.5,9.39,7507,68.97562275209805,-4.13,Senior + Not Wind Without Precip
